Value,Date,Sub-Sector,Super Region,Sub-Sector Level 2,Sub-Sector Level 3,Time Level,Unit,Source,Sub-Sector Level 4
2.32,2001-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.6,1990-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.56,1991-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.29,2001-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.25,2000-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.14,1996-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.79,2003-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.64,1993-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.44,2007-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.73,2021-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.21,1995-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.66,2018-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.85,2013-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.29,1998-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.58,2004-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.54,2002-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.89,1997-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.83,2014-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.81,2003-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.8,2019-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
0.89,2002-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.89,2000-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.02,1993-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.97,1999-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.67,2021-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.74,1992-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.77,2018-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.37,2010-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.97,2013-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.9,1998-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.17,2005-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.52,2001-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.46,2015-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.72,2004-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.41,1994-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.38,2020-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.42,1996-02-29,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.21,2022-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
4.46,2012-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.66,1998-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
1.6,2001-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
3.2,2011-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.2,2007-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.96,2017-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
2.68,1991-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,STEAM COAL GROSS EXPORTS,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
97.26,2014-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
58.48,1999-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
48,2004-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
71.36,1994-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
102.52,1992-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
90.67,2022-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
49.65,2006-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
60.27,2016-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
39.6,2002-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
125.75,2012-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
90.47,1996-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
105.8,1990-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
108.28,2018-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
81.52,2008-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
73.96,2015-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
78.05,1998-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
94.38,2020-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
81.72,2010-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
58.49,2000-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
74.52,1993-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
49.94,2005-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
117.66,2013-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
43.01,2003-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
88.55,1995-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
108.97,1991-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
96.95,2017-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
107.26,2011-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
59.16,2007-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
48.67,2001-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
83.18,2021-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
59.1,2009-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
83.55,1997-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
100.4,2019-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL GROSS EXPORTS,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
21.3,2014-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
28.11,1999-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
23.67,2004-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.74,1994-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.37,1992-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
9.78,2022-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
22.96,2006-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
16.48,2016-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
23.66,2002-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
20.75,2012-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.71,1996-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
38.88,1990-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
19.11,2018-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
22.07,2008-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
19.71,2015-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
28.19,1998-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
21.28,2020-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
21.09,2010-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
28.94,2000-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.32,1993-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
23.43,2005-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
21.47,2013-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
24.25,2003-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
33.01,1995-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
33.85,1991-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
17.54,2017-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
21.43,2011-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
22.72,2007-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
26.08,2001-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
21.91,2021-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
15.33,2009-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
30.2,1997-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
20.14,2019-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COKE PLANTS COAL CONSUMPTION,ANNUALLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
12.99,2016-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
37.09,2001-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
14.7,2020-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
22.41,2014-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
24.44,2012-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
34.18,2008-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
38.45,1996-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
16.05,2018-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.4,1999-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
