Value,Date,Sub-Sector,Super Region,Sub-Sector Level 2,Sub-Sector Level 3,Time Level,Unit,Source,Sub-Sector Level 4
27.13,2009-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
18.55,2019-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
30.49,2002-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
11.44,2022-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
39.23,1990-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
42.27,1998-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
39.26,1997-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
35.33,2000-02-29,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
14.82,2017-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
28.12,2010-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
35.79,1999-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
33.99,2006-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
28.1,2010-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
36.16,2005-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
30.75,2007-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
34.67,1990-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
10.16,2022-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
37.91,1992-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
14.67,2015-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
16.63,2017-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
37.94,1991-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.93,1994-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
11.84,2021-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.57,2004-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
37.49,2001-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
30.9,2011-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
22.35,2014-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.91,1995-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
22.16,2013-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.69,2003-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
34.05,1993-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
11.72,2021-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
37.4,1996-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
27.87,2009-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
36.83,1995-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
43.2,1990-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
33.56,2006-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
30.73,2007-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
22.5,2015-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
16.76,2019-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
38.15,1993-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
40.57,2000-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
33.87,2002-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
11.45,2022-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
38.35,1998-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.97,2003-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
10.94,2021-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
26.03,2009-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
35.92,1997-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
27.59,2011-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
28.63,2010-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
17.62,2015-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.37,2005-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
37,1994-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.23,2004-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
39.09,1995-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
12.5,2020-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
17.44,2018-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
28.33,2010-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
23.74,2014-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
23.05,2012-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
36.61,1991-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.51,2002-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.5,2005-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
35.55,1992-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
38.09,1996-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
37.52,1994-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
34.54,2007-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
35.26,2001-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
32,2004-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
36.45,1995-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
13.96,2020-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
24.94,2012-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
23.63,2013-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.47,1993-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
33.56,2000-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
14.32,2016-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
20.8,2013-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
30.17,2006-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
35.88,1999-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
14.22,2019-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
29.17,2007-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.52,2005-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
17.19,2017-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
16.56,2018-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.55,2008-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
15.97,2015-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
39.74,1990-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
42.13,1997-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
33.46,1993-11-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
31.85,2006-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
34.26,2007-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
38.54,1994-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
36.18,1992-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
34.98,2004-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.51,2009-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
29.02,2011-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
32.77,2005-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
26.98,2010-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
34.82,1991-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
30.6,2003-07-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
33.06,2002-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
43.29,1990-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
15.51,2016-01-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
13.29,2021-03-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
38.98,1994-09-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
37.81,1998-06-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
16.37,2017-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
18.77,2015-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
23.07,2013-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
27.47,2009-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
16.09,2019-10-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
34.88,1999-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
39.98,1996-08-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
35.55,2000-05-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
30.33,2009-02-28,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
9.22,2021-04-30,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
15.09,2016-12-31,SHORT-TERM ENERGY OUTLOOK,GLOBAL DATA,UNITED STATES,COAL PRODUCTION APPALACHIA REGION,MONTHLY,MILLION SHORT TONS,U.S.ENERGY INFORMATION ADMINISTRATION,NA
